id,name,url,stock_symbol,company_name,date,revenues,revenue_growth,cost_of_revenue,gross_profit,research_and_development_expense,selling_general_and_administrative_expense,operating_expenses,operating_income,interest_expense,earnings_before_tax,income_tax_expense,net_income_to_noncontrolling_interests,net_income_from_discontinued_operations,net_income,preferred_dividends_income_statement_impact,net_income_common_stock,earnings_per_basic_share,earnings_per_diluted_share,weighted_average_shares,weighted_average_shares_diluted,dividends_per_basic_common_share,gross_margin,ebitda_margin,ebit_margin,profit_margin,free_cash_flow_margin,ebitda,ebit,consolidated_income
3,Google,www.google.com,GOOGL,Google,2014-12-31,18103000000,0.1525,6921000000,11182000000,2813000000,3970000000,6783000000,4399000000,0,5494000000,819000000,0,-967000000,4675000000,0,4675000000,6.89,6.79,678941000,658992000,0.00,0.6177,0.373,0.3035,0.26,0.4471,6761000000,5494000000,4675000000
3,Google,www.google.com,GOOGL,Google,2014-09-30,16523000000,0.2013,6695000000,9828000000,2655000000,3449000000,6104000000,3724000000,0,3746000000,933000000,0,185000000,2813000000,0,2813000000,4.05,3.98,677097000,655570000,0.00,0.5948,0.320,0.2267,0.17,0.1474,5293000000,3746000000,2739000000
3,Google,www.google.com,GOOGL,Google,2014-06-30,15955000000,0.2173,6114000000,9841000000,2238000000,3345000000,5583000000,4258000000,0,4406000000,984000000,0,68000000,3422000000,0,3422000000,4.96,4.88,675115000,652544000,567.97,0.6168,0.344,0.2762,0.21,0.1528,5485000000,4406000000,3351000000
3,Google,www.google.com,GOOGL,Google,2014-03-31,15420000000,0.1906,5961000000,9459000000,2126000000,3218000000,5344000000,4115000000,0,4274000000,822000000,0,198000000,3452000000,0,3452000000,5.13,5.04,672587000,650598000,0.00,0.6134,0.348,0.2772,0.22,-0.0584,5360000000,4274000000,3452000000
3,Google,www.google.com,GOOGL,Google,2013-12-31,15707000000,0.5275,6253000000,9454000000,1933000000,3092000000,5025000000,4429000000,0,4035000000,846000000,0,506000000,3189000000,0,3189000000,4.76,4.67,669670000,,0.00,0.6019,0.323,0.2569,0.20,0.1823,5071000000,4035000000,3189000000
3,Google,www.google.com,GOOGL,Google,2013-09-30,13754000000,0.0338,5409000000,8345000000,1821000000,2763000000,4584000000,3761000000,0,3582000000,612000000,0,193000000,2970000000,0,2970000000,4.45,4.38,667232000,,0.00,0.6067,0.331,0.2604,0.22,0.2012,4556000000,3582000000,2970000000
3,Google,www.google.com,GOOGL,Google,2013-06-30,13107000000,0.1101,5195000000,7912000000,1766000000,2681000000,4447000000,3465000000,0,4155000000,927000000,0,-454000000,3228000000,0,3228000000,4.85,4.77,664960000,,0.00,0.6036,0.396,0.3170,0.25,0.1559,5185000000,4155000000,3228000000
3,Google,www.google.com,GOOGL,Google,2013-03-31,12951000000,0.2166,5136000000,7815000000,1617000000,2450000000,4067000000,3748000000,0,3700000000,354000000,0,182000000,3346000000,0,3346000000,5.06,4.97,660908000,,0.00,0.6034,0.355,0.2857,0.26,0.1682,4599000000,3700000000,3346000000
3,Google,www.google.com,GOOGL,Google,2012-12-31,10283000000,-0.0283,2755000000,7528000000,1225000000,1835000000,3060000000,4468000000,0,3843000000,957000000,0,786000000,2886000000,0,2886000000,4.38,4.31,658992000,,0.00,0.7321,0.466,0.3737,0.28,0.3650,4796000000,3843000000,2886000000
3,Google,www.google.com,GOOGL,Google,2012-09-30,13304000000,0.3687,5955000000,7349000000,1879000000,2730000000,4609000000,2740000000,0,2823000000,647000000,0,0,2176000000,0,2176000000,3.32,3.27,655570000,,0.00,0.5524,0.274,0.2122,0.16,0.1960,3651000000,2823000000,2176000000
3,Google,www.google.com,GOOGL,Google,2012-06-30,11807000000,0.3081,4677000000,7130000000,1538000000,2355000000,3893000000,3237000000,0,3442000000,657000000,0,0,2785000000,0,2785000000,4.27,4.21,652544000,,0.00,0.6039,0.348,0.2915,0.24,-0.5570,4112000000,3442000000,2785000000
3,Google,www.google.com,GOOGL,Google,2012-03-31,10645000000,0.2414,3789000000,6856000000,1441000000,2026000000,3467000000,3389000000,0,3545000000,655000000,0,0,2890000000,0,2890000000,4.44,4.38,650598000,,0.00,0.6441,0.381,0.3330,0.27,0.2814,4056000000,3545000000,2890000000
3,Google,www.google.com,GOOGL,Google,2011-12-31,10583000000,0.2539,3703000000,6880000000,1301000000,2072000000,3373000000,3507000000,0,3489000000,785000000,0,0,2704000000,0,2704000000,4.18,4.12,647774982,,0.00,0.6501,0.377,0.3297,0.26,0.2290,3992000000,3489000000,2704000000
3,Google,www.google.com,GOOGL,Google,2011-09-30,9720000000,0.3341,3378000000,6342000000,1404000000,1880000000,3284000000,3058000000,0,3360000000,631000000,0,0,2729000000,0,2729000000,4.22,4.17,645775526,,0.00,0.6525,0.396,0.3457,0.28,0.2863,3852000000,3360000000,2729000000
3,Google,www.google.com,GOOGL,Google,2011-06-30,9026000000,0.3235,3172000000,5854000000,1234000000,1739000000,2973000000,2881000000,0,3085000000,580000000,0,0,2505000000,0,2505000000,3.88,3.84,644503650,,0.00,0.6486,0.392,0.3418,0.28,0.1927,3540000000,3085000000,2505000000
3,Google,www.google.com,GOOGL,Google,2011-03-31,8575000000,0.2657,2936000000,5639000000,1226000000,1617000000,3343000000,2296000000,0,2392000000,594000000,0,0,1798000000,0,1798000000,2.79,2.75,643044210,,0.00,0.6576,0.326,0.2790,0.21,0.2661,2793000000,2392000000,1798000000
3,Google,www.google.com,GOOGL,Google,2010-12-31,8440000000,0.2646,2946000000,5494000000,1051000000,1461000000,2512000000,2982000000,0,3142000000,599000000,0,0,2543000000,0,2543000000,3.98,3.91,639550228,,0.00,0.6509,0.417,0.3723,0.30,-0.0102,3523000000,3142000000,2543000000
3,Google,www.google.com,GOOGL,Google,2010-09-30,7286000000,0.2256,2552000000,4734000000,994000000,1193000000,2187000000,2547000000,0,2714000000,547000000,0,0,2167000000,0,2167000000,3.40,3.36,637412224,,0.00,0.6497,0.419,0.3725,0.30,0.2921,3056000000,2714000000,2167000000
3,Google,www.google.com,GOOGL,Google,2010-06-30,6820000000,0.2348,2467000000,4353000000,898000000,1090000000,1988000000,2365000000,0,2434000000,594000000,0,0,1840000000,0,1840000000,2.89,2.85,636973018,,0.00,0.6383,0.407,0.3569,0.27,0.2359,2776000000,2434000000,1840000000
3,Google,www.google.com,GOOGL,Google,2010-03-31,6775000000,0.2298,2452000000,4323000000,818000000,1017000000,1835000000,2488000000,0,2506000000,551000000,0,0,1955000000,0,1955000000,3.08,3.03,635958582,,0.00,0.6381,0.419,0.3699,0.29,0.3461,2837000000,2506000000,1955000000
3,Google,www.google.com,GOOGL,Google,2009-12-31,6674000000,0.1706,2408000000,4266000000,736000000,1049000000,1785000000,2481000000,0,2569000000,595000000,0,0,1974000000,0,1974000000,3.12,3.07,634540710,,0.00,0.6392,0.440,0.3849,0.30,0.3761,2934000000,2569000000,1974000000
3,Google,www.google.com,GOOGL,Google,2009-09-30,5945000000,0.0728,2226000000,3719000000,758000000,887000000,1645000000,2074000000,0,2067000000,428000000,0,0,1639000000,0,1639000000,2.59,2.56,633142602,,0.00,0.6256,0.411,0.3477,0.28,0.4271,2446000000,2067000000,1639000000
3,Google,www.google.com,GOOGL,Google,2009-06-30,5523000000,0.0290,2108000000,3415000000,708000000,833000000,1541000000,1874000000,0,1856000000,371000000,0,0,1485000000,0,1485000000,2.35,2.33,631878518,,0.00,0.6183,0.404,0.3360,0.27,0.2662,2233000000,1856000000,1485000000
3,Google,www.google.com,GOOGL,Google,2009-03-31,5509000000,0.0623,2102000000,3407000000,642000000,881000000,1523000000,1884000000,0,1890000000,467000000,0,0,1423000000,0,1423000000,2.25,2.25,630587414,,0.00,0.6184,0.416,0.3431,0.26,0.3607,2293000000,1890000000,1423000000
3,Google,www.google.com,GOOGL,Google,2008-12-31,5701354000,0.1812,2190499000,3510855000,733149000,917470000,1650619000,1860236000,0,834751000,452167000,0,0,382584000,0,382584000,0.61,0.61,629508226,,0.00,0.6158,0.252,0.1464,0.07,0.3020,1435989000,834751000,382584000
3,Google,www.google.com,GOOGL,Google,2008-09-30,5541391000,0.3096,2173390000,3368001000,704571000,1015865000,1720436000,1647565000,0,1668782000,378844000,0,0,1289938000,0,1289938000,2.05,2.03,628892878,,0.00,0.6078,0.357,0.3011,0.23,-0.2805,1978264000,1668782000,1289938000
3,Google,www.google.com,GOOGL,Google,2008-06-30,5367212000,0.3862,2147575000,3219637000,682210000,959462000,1641672000,1577965000,0,1635888000,388497000,0,0,1247391000,0,1247391000,1.99,1.96,628185686,,0.00,0.5999,0.362,0.3048,0.23,0.1991,1944604000,1635888000,1247391000
3,Google,www.google.com,GOOGL,Google,2008-03-31,5186043000,0.4154,2110536000,3075507000,673069000,856203000,1529272000,1546235000,0,1713578000,406492000,0,0,1307086000,0,1307086000,2.08,2.06,626757776,,0.00,0.5930,0.385,0.3304,0.25,0.1808,1994142000,1713578000,1307086000
3,Google,www.google.com,GOOGL,Google,2007-12-31,4826679000,0.5058,1955824000,2870855000,630783000,799338000,1430121000,1440734000,0,1608027000,401578000,0,0,1206449000,0,1206449000,1.93,1.89,625680970,,0.00,0.5948,0.416,0.3332,0.25,0.1930,2009844000,1608027000,1206449000
3,Google,www.google.com,GOOGL,Google,2007-09-30,4231351000,0.5732,1662579000,2568772000,548712000,702218000,1250930000,1317842000,0,1472270000,402281000,0,0,1069989000,0,1069989000,1.72,1.69,624270356,,0.00,0.6071,0.397,0.3479,0.25,0.0607,1679685000,1472270000,1069989000
4,IBM,www.ibm.com,IBM,IBM,2017-03-31,18155000000,-0.0283,10383000000,7772000000,1088000000,5152000000,6212000000,1560000000,135000000,1421000000,-329000000,0,3000000,1750000000,0,1750000000,1.86,1.85,942400000,947800000,1.40,0.4281,0.146,0.0857,0.10,0.1727,2655000000,1556000000,1750000000
4,IBM,www.ibm.com,IBM,IBM,2016-12-31,21770000000,-0.0131,10877000000,10893000000,910000000,4976000000,5750000000,5143000000,157000000,4981000000,480000000,0,5000000,4501000000,0,4501000000,4.73,4.71,948590120,952756388,1.40,0.5004,0.288,0.2360,0.21,0.1255,6265000000,5138000000,4501000000
4,IBM,www.ibm.com,IBM,IBM,2016-09-30,19226000000,-0.0028,10213000000,9013000000,869000000,4732000000,5593000000,3420000000,158000000,3262000000,409000000,0,1000000,2853000000,0,2853000000,2.99,2.98,954000000,957300000,1.40,0.4688,0.237,0.1779,0.15,0.1748,4547000000,3420000000,2853000000
4,IBM,www.ibm.com,IBM,IBM,2016-06-30,20238000000,-0.0276,10536000000,9702000000,1100000000,5349000000,6486000000,3216000000,167000000,3048000000,544000000,0,0,2504000000,0,2504000000,2.62,2.61,957400000,960500000,1.40,0.4794,0.213,0.1589,0.12,0.1218,4318000000,3215000000,2504000000
4,IBM,www.ibm.com,IBM,IBM,2016-03-31,18684000000,-0.0462,9999000000,8685000000,1241000000,6012000000,7506000000,1179000000,147000000,1031000000,-983000000,0,3000000,2014000000,0,2014000000,2.09,2.09,961700000,964400000,1.30,0.4648,0.118,0.0630,0.11,0.2440,2202000000,1178000000,2014000000
4,IBM,www.ibm.com,IBM,IBM,2015-12-31,22059000000,-0.0852,10652000000,11407000000,1169000000,5157000000,6180000000,5227000000,128000000,5101000000,638000000,0,-2000000,4463000000,0,4463000000,4.59,4.57,969578092,972801068,1.30,0.5171,0.282,0.2370,0.20,0.1932,6219000000,5229000000,4463000000
4,IBM,www.ibm.com,IBM,IBM,2015-09-30,19280000000,-0.1392,9844000000,9436000000,1099000000,4731000000,5697000000,3739000000,117000000,3609000000,659000000,0,12000000,2950000000,0,2950000000,3.03,3.01,975100000,979000000,1.30,0.4894,0.242,0.1933,0.15,0.1713,4662000000,3726000000,2950000000
4,IBM,www.ibm.com,IBM,IBM,2015-06-30,20813000000,-0.1345,10423000000,10390000000,1172000000,5179000000,6050000000,4340000000,115000000,4147000000,698000000,0,77000000,3449000000,0,3449000000,3.51,3.50,982300000,986700000,1.30,0.4992,0.251,0.2048,0.17,0.1430,5223000000,4262000000,3449000000
4,IBM,www.ibm.com,IBM,IBM,2015-03-31,19590000000,-0.1190,10138000000,9452000000,1125000000,5362000000,6344000000,3108000000,108000000,2913000000,585000000,0,88000000,2328000000,0,2328000000,2.36,2.35,988100000,992300000,1.10,0.4825,0.204,0.1542,0.12,0.1372,3989000000,3021000000,2328000000
4,IBM,www.ibm.com,IBM,IBM,2014-12-31,24113000000,-0.1195,11251000000,12862000000,1121000000,6034000000,5650000000,7212000000,117000000,7062000000,1579000000,0,31000000,5483000000,0,5483000000,5.49,5.46,990390336,995301920,1.10,0.5334,0.341,0.2977,0.23,0.2108,8225000000,7179000000,5483000000
4,IBM,www.ibm.com,IBM,IBM,2014-09-30,22397000000,-0.0403,11523000000,10874000000,1209000000,5281000000,6387000000,4487000000,126000000,924000000,906000000,0,3437000000,18000000,0,18000000,0.02,0.02,991800000,997700000,1.10,0.4855,0.098,0.0469,0.00,0.1293,2189000000,1050000000,18000000
4,IBM,www.ibm.com,IBM,IBM,2014-06-30,24047000000,-0.0352,12003000000,12044000000,1170000000,5593000000,6561000000,5483000000,136000000,5233000000,1096000000,0,0,4137000000,0,4137000000,4.14,4.12,999600000,1005100000,1.10,0.5009,0.272,0.2233,0.17,0.1110,6535000000,5369000000,4137000000
4,IBM,www.ibm.com,IBM,IBM,2014-03-31,22236000000,-0.0501,11608000000,10628000000,1195000000,6272000000,7340000000,3288000000,105000000,3037000000,653000000,0,0,2384000000,0,2384000000,2.30,2.29,1035200000,1041800000,0.95,0.4780,0.193,0.1413,0.11,0.1097,4283000000,3142000000,2384000000
4,IBM,www.ibm.com,IBM,IBM,2013-12-31,27385000000,-0.0103,13048000000,14337000000,1251000000,5988000000,7123000000,7214000000,113000000,7069000000,885000000,0,32000000,6184000000,0,6184000000,5.71,5.67,1072546416,1080068624,0.95,0.5235,0.307,0.2623,0.23,0.1997,8396000000,7182000000,6184000000
4,IBM,www.ibm.com,IBM,IBM,2013-09-30,23338000000,-0.0569,11908000000,11430000000,1165000000,5260000000,6362000000,5068000000,97000000,4873000000,832000000,0,0,4041000000,0,4041000000,3.70,3.68,1090900000,1098800000,0.95,0.4898,0.263,0.2130,0.17,0.1165,6145000000,4970000000,4041000000
4,IBM,www.ibm.com,IBM,IBM,2013-06-30,24924000000,-0.0333,12792000000,12132000000,1301000000,6680000000,7890000000,4242000000,98000000,4144000000,918000000,0,0,3226000000,0,3226000000,2.93,2.91,1100900000,1109400000,0.95,0.4868,0.216,0.1702,0.13,0.0897,5378000000,4242000000,3226000000
4,IBM,www.ibm.com,IBM,IBM,2013-03-31,23408000000,-0.0513,12730000000,10678000000,1461000000,5577000000,6978000000,3700000000,94000000,3606000000,574000000,0,0,3032000000,0,3032000000,2.72,2.70,1113700000,1124000000,0.85,0.4562,0.207,0.1581,0.13,0.1407,4853000000,3700000000,3032000000
4,IBM,www.ibm.com,IBM,IBM,2012-12-31,27671000000,-0.0616,12441000000,15230000000,867000000,5831000000,6651000000,8579000000,109000000,8074000000,2241000000,0,395000000,5833000000,0,5833000000,5.15,5.10,1124834084,1136397268,0.85,0.5504,0.337,0.2957,0.21,0.1938,9335000000,8183000000,5833000000
4,IBM,www.ibm.com,IBM,IBM,2012-09-30,24747000000,-0.0539,13016000000,11731000000,1231000000,5908000000,6533000000,5198000000,124000000,5075000000,1251000000,0,0,3824000000,0,3824000000,3.36,3.33,1137200000,1149300000,0.85,0.4740,0.258,0.2101,0.16,0.1402,6390000000,5199000000,3824000000
4,IBM,www.ibm.com,IBM,IBM,2012-06-30,25783000000,-0.0331,13502000000,12281000000,1298000000,5837000000,7003000000,5278000000,117000000,5161000000,1280000000,0,0,3881000000,0,3881000000,3.38,3.34,1149000000,1161900000,0.85,0.4763,0.250,0.2047,0.15,0.1224,6454000000,5278000000,3881000000
4,IBM,www.ibm.com,IBM,IBM,2012-03-31,24673000000,0.0027,13555000000,11118000000,1346000000,5886000000,7174000000,3944000000,110000000,3835000000,769000000,0,0,3066000000,0,3066000000,2.65,2.61,1159100000,1174200000,0.75,0.4506,0.207,0.1599,0.12,0.1333,5102000000,3945000000,3066000000
4,IBM,www.ibm.com,IBM,IBM,2011-12-31,29486000000,0.0161,14764000000,14722000000,1302000000,6076000000,7335000000,7387000000,113000000,7274000000,1784000000,0,0,5490000000,0,5490000000,4.65,4.58,1172204024,1188771940,0.75,0.4993,0.291,0.2505,0.19,0.2048,8575000000,7387000000,5490000000
4,IBM,www.ibm.com,IBM,IBM,2011-09-30,26157000000,0.0777,13984000000,12173000000,1248000000,5662000000,7038000000,5135000000,107000000,5027000000,1188000000,0,0,3839000000,0,3839000000,3.23,3.19,1188600000,1204900000,0.75,0.4654,0.242,0.1963,0.15,0.1410,6326000000,5134000000,3839000000
4,IBM,www.ibm.com,IBM,IBM,2011-06-30,26666000000,0.1240,14282000000,12384000000,1274000000,6030000000,7401000000,4983000000,97000000,4885000000,1221000000,0,0,3664000000,0,3664000000,3.04,3.00,1204800000,1221400000,0.75,0.4644,0.232,0.1868,0.14,0.1248,6189000000,4982000000,3664000000
4,IBM,www.ibm.com,IBM,IBM,2011-03-31,24607000000,0.0766,13749000000,10858000000,1325000000,5826000000,6949000000,3909000000,93000000,3817000000,954000000,0,0,2863000000,0,2863000000,2.34,2.31,1222200000,1240000000,0.65,0.4413,0.209,0.1589,0.12,0.1111,5138000000,3910000000,2863000000
4,IBM,www.ibm.com,IBM,IBM,2010-12-31,29018000000,0.0657,14792000000,14226000000,1260000000,5951000000,7170000000,7056000000,101000000,6955000000,1698000000,0,0,5257000000,0,5257000000,4.20,4.14,1240256808,1258421552,0.65,0.4902,0.286,0.2432,0.18,0.1962,8291000000,7056000000,5257000000
4,IBM,www.ibm.com,IBM,IBM,2010-09-30,24271000000,0.0299,13270000000,11001000000,1186000000,5149000000,6229000000,4772000000,95000000,4677000000,1088000000,0,0,3589000000,0,3589000000,2.86,2.82,1255200000,1272800000,0.65,0.4533,0.246,0.1966,0.15,0.1460,5975000000,4772000000,3589000000
4,IBM,www.ibm.com,IBM,IBM,2010-06-30,23724000000,0.0204,12915000000,10809000000,1178000000,5061000000,6144000000,4665000000,90000000,4576000000,1190000000,0,0,3386000000,0,3386000000,2.65,2.61,1278600000,1296700000,0.65,0.4556,0.247,0.1967,0.14,0.1179,5849000000,4666000000,3386000000
4,IBM,www.ibm.com,IBM,IBM,2010-03-31,22857000000,0.0528,12880000000,9977000000,1248000000,5677000000,6380000000,3597000000,82000000,3515000000,914000000,0,0,2601000000,0,2601000000,2.00,1.97,1301200000,1321600000,0.55,0.4365,0.210,0.1574,0.11,0.1546,4807000000,3597000000,2601000000
4,IBM,www.ibm.com,IBM,IBM,2009-12-31,27230000000,0.0083,14085000000,13145000000,1147000000,5560000000,6682000000,6463000000,81000000,6381000000,1568000000,0,0,4813000000,0,4813000000,3.65,3.59,1318329640,1340611016,0.55,0.4827,0.284,0.2373,0.18,0.1946,7727000000,6462000000,4813000000
4,IBM,www.ibm.com,IBM,IBM,2009-09-30,23566000000,-0.0686,12938000000,10628000000,1152000000,5013000000,6170000000,4458000000,84000000,4373000000,1159000000,0,0,3214000000,0,3214000000,2.44,2.40,1319900000,1338200000,0.55,0.4510,0.243,0.1891,0.14,0.1792,5715000000,4457000000,3214000000
4,IBM,www.ibm.com,IBM,IBM,2009-06-30,23250000000,-0.1331,12669000000,10581000000,1132000000,5115000000,6219000000,4362000000,101000000,4262000000,1159000000,0,0,3103000000,0,3103000000,2.34,2.32,1326100000,1336900000,0.55,0.4551,0.241,0.1877,0.13,0.1668,5605000000,4363000000,3103000000
4,IBM,www.ibm.com,IBM,IBM,2009-03-31,21711000000,-0.1139,12280000000,9431000000,1212000000,5264000000,6172000000,3259000000,136000000,3122000000,827000000,0,0,2295000000,0,2295000000,1.71,1.70,1344300000,1349500000,0.50,0.4344,0.207,0.1501,0.11,0.1670,4487000000,3258000000,2295000000
4,IBM,www.ibm.com,IBM,IBM,2008-12-31,27007000000,-0.0644,14071000000,12936000000,1200000000,5833000000,6936000000,6000000000,191000000,5809000000,1382000000,0,0,4427000000,0,4427000000,3.27,3.24,1347368276,1353588792,0.50,0.4790,0.271,0.2222,0.16,0.2070,7321000000,6000000000,4427000000
4,IBM,www.ibm.com,IBM,IBM,2008-09-30,25302000000,0.0490,14342000000,10960000000,1312000000,5644000000,6905000000,4055000000,159000000,3895000000,1071000000,0,0,2824000000,0,2824000000,2.08,2.04,1359500000,1384100000,0.50,0.4332,0.215,0.1602,0.11,0.1032,5433000000,4054000000,2824000000
4,IBM,www.ibm.com,IBM,IBM,2008-06-30,26820000000,0.1282,15221000000,11599000000,1375000000,6289000000,7640000000,3959000000,145000000,3814000000,1049000000,0,0,2765000000,0,2765000000,2.01,1.97,1376200000,1402100000,0.50,0.4325,0.200,0.1476,0.10,0.1150,5362000000,3959000000,2765000000
4,IBM,www.ibm.com,IBM,IBM,2008-03-31,24502000000,0.1123,14336000000,10166000000,1295000000,5620000000,6790000000,3376000000,178000000,3198000000,879000000,0,0,2319000000,0,2319000000,1.67,1.64,1394300000,1411400000,0.40,0.4149,0.193,0.1378,0.10,0.1220,4723000000,3376000000,2319000000
4,IBM,www.ibm.com,IBM,IBM,2007-12-31,28866000000,0.0993,15897000000,12969000000,1348000000,6016000000,7266000000,5703000000,215000000,5489000000,1537000000,0,1000000,3952000000,0,3952000000,2.77,2.73,1427740884,1438223004,0.40,0.4493,0.244,0.1976,0.14,0.1291,7041000000,5704000000,3952000000
4,IBM,www.ibm.com,IBM,IBM,2007-09-30,24119000000,0.0664,14163000000,9956000000,1254000000,5324000000,6483000000,3473000000,193000000,3279000000,918000000,0,-1000000,2361000000,0,2361000000,1.72,1.68,1371400000,1405800000,0.40,0.4128,0.200,0.1440,0.10,0.1320,4812000000,3472000000,2361000000
5,Intel,www.intel.com,INTC,Intel,2017-04-01,14796000000,0.0798,5649000000,9147000000,3326000000,2104000000,5548000000,3599000000,36000000,3815000000,851000000,0,0,2964000000,0,2964000000,0.63,0.61,4723000000,4881000000,0.26,0.6182,0.392,0.2603,0.20,0.1315,5797000000,3851000000,2964000000
5,Intel,www.intel.com,INTC,Intel,2016-12-31,16374000000,0.0979,6269000000,10105000000,3280000000,2158000000,5579000000,4526000000,104000000,4440000000,878000000,0,0,3562000000,0,3562000000,0.75,0.73,4736000000,4884000000,0.26,0.6171,0.395,0.2775,0.22,0.2822,6474000000,4544000000,3562000000
5,Intel,www.intel.com,INTC,Intel,2016-10-01,15778000000,0.0908,5795000000,9983000000,3069000000,2006000000,5521000000,4462000000,132000000,4318000000,940000000,0,0,3378000000,0,3378000000,0.71,0.69,4734000000,4877000000,0.26,0.6327,0.404,0.2820,0.21,0.2088,6378000000,4450000000,3378000000
5,Intel,www.intel.com,INTC,Intel,2016-07-02,13533000000,0.0256,5560000000,7973000000,3145000000,2007000000,6655000000,1318000000,126000000,1670000000,340000000,0,0,1330000000,0,1330000000,0.28,0.27,4729000000,4866000000,0.26,0.5892,0.274,0.1327,0.10,0.1152,3713000000,1796000000,1330000000
5,Intel,www.intel.com,INTC,Intel,2016-04-02,13702000000,0.0721,5572000000,8130000000,3246000000,2226000000,5562000000,2568000000,82000000,2508000000,462000000,0,0,2046000000,0,2046000000,0.43,0.42,4722000000,4875000000,0.26,0.5933,0.336,0.1890,0.15,0.1977,4605000000,2590000000,2046000000
5,Intel,www.intel.com,INTC,Intel,2015-12-26,14914000000,0.0131,5324000000,9590000000,3119000000,2118000000,5291000000,4299000000,14000000,4303000000,690000000,0,0,3613000000,0,3613000000,0.77,0.74,4721000000,4876000000,0.24,0.6430,0.433,0.2895,0.24,0.2078,6463000000,4317000000,3613000000
5,Intel,www.intel.com,INTC,Intel,2015-09-26,14465000000,-0.0061,5354000000,9111000000,2927000000,1910000000,4919000000,4192000000,104000000,4253000000,1144000000,0,0,3109000000,0,3109000000,0.65,0.64,4747000000,4876000000,0.24,0.6299,0.458,0.3012,0.22,0.3131,6632000000,4357000000,3109000000
5,Intel,www.intel.com,INTC,Intel,2015-06-27,13195000000,-0.0460,4947000000,8248000000,3087000000,1949000000,5352000000,2896000000,13000000,2983000000,277000000,0,0,2706000000,0,2706000000,0.57,0.55,4759000000,4909000000,0.24,0.6251,0.393,0.2271,0.21,0.1268,5187000000,2996000000,2706000000
5,Intel,www.intel.com,INTC,Intel,2015-03-28,12781000000,0.0013,5051000000,7730000000,2995000000,1953000000,5115000000,2615000000,-26000000,2673000000,681000000,0,0,1992000000,0,1992000000,0.42,0.41,4741000000,4914000000,0.24,0.6048,0.371,0.2071,0.16,0.1870,4746000000,2647000000,1992000000
5,Intel,www.intel.com,INTC,Intel,2014-12-27,14721000000,0.0641,5100000000,9621000000,2990000000,2049000000,5168000000,4453000000,27000000,4659000000,998000000,0,0,3661000000,0,3661000000,0.76,0.73,4769000000,4939000000,0.23,0.6536,0.466,0.3183,0.25,0.2465,6860000000,4686000000,3661000000
5,Intel,www.intel.com,INTC,Intel,2014-09-27,14554000000,0.0794,5096000000,9458000000,2842000000,1979000000,4918000000,4540000000,25000000,4550000000,1233000000,0,0,3317000000,0,3317000000,0.68,0.66,4880000000,5045000000,0.23,0.6499,0.465,0.3143,0.23,0.2232,6773000000,4575000000,3317000000
5,Intel,www.intel.com,INTC,Intel,2014-06-28,13831000000,0.0796,4914000000,8917000000,2859000000,2061000000,5073000000,3844000000,17000000,3922000000,1126000000,0,0,2796000000,0,2796000000,0.56,0.55,4981000000,5123000000,0.23,0.6447,0.442,0.2848,0.20,0.1898,6109000000,3939000000,2796000000
5,Intel,www.intel.com,INTC,Intel,2014-03-29,12764000000,0.0146,5151000000,7613000000,2846000000,2047000000,5103000000,2510000000,-112000000,2670000000,740000000,0,0,1930000000,0,1930000000,0.39,0.38,4974000000,5117000000,0.23,0.5964,0.358,0.2004,0.15,0.0636,4565000000,2558000000,1930000000
5,Intel,www.intel.com,INTC,Intel,2013-12-28,13834000000,0.0265,5263000000,8571000000,2826000000,2006000000,5022000000,3549000000,32000000,3551000000,926000000,0,0,2625000000,0,2625000000,0.53,0.52,4973000000,5103000000,0.23,0.6196,0.400,0.2590,0.19,0.2234,5539000000,3583000000,2625000000
5,Intel,www.intel.com,INTC,Intel,2013-09-28,13483000000,0.0019,5069000000,8414000000,2742000000,1970000000,4910000000,3504000000,32000000,3924000000,974000000,0,0,2950000000,0,2950000000,0.59,0.58,4981000000,5100000000,0.23,0.6240,0.443,0.2934,0.22,0.2125,5977000000,3956000000,2950000000
5,Intel,www.intel.com,INTC,Intel,2013-06-29,12811000000,-0.0511,5341000000,7470000000,2516000000,2165000000,4751000000,2719000000,37000000,2693000000,693000000,0,0,2000000000,0,2000000000,0.40,0.39,4978000000,5106000000,0.23,0.5831,0.369,0.2131,0.16,0.1560,4721000000,2730000000,2000000000
5,Intel,www.intel.com,INTC,Intel,2013-03-30,12580000000,-0.0253,5514000000,7066000000,2527000000,1947000000,4547000000,2519000000,50000000,2443000000,398000000,0,0,2045000000,0,2045000000,0.41,0.40,4948000000,5080000000,0.23,0.5617,0.362,0.1982,0.16,0.1678,4557000000,2493000000,2045000000
5,Intel,www.intel.com,INTC,Intel,2012-12-29,13477000000,-0.0295,5660000000,7817000000,2629000000,1958000000,4662000000,3155000000,11000000,3204000000,736000000,0,0,2468000000,0,2468000000,0.49,0.48,4966000000,5097000000,0.23,0.5800,0.387,0.2386,0.18,0.2613,5220000000,3215000000,2468000000
5,Intel,www.intel.com,INTC,Intel,2012-09-29,13457000000,-0.0545,4942000000,8515000000,2605000000,1995000000,4674000000,3841000000,-27000000,3921000000,949000000,0,0,2972000000,0,2972000000,0.59,0.58,4996000000,5153000000,0.23,0.6328,0.430,0.2894,0.22,0.1679,5787000000,3894000000,2972000000
